date,year,month,day,dow,dow_name,is_weekend,is_regular_closed_tuesday,closed,others_closed,d_holiday,close_hour,last_entry_hour,scheduled_open_hours_nominal,scheduled_entry_hours_nominal,visitors,cdg_visitors,cgg_visitors,dsg_visitors,paid,free,domestic,english,japanese,chinese,other_foreign,foreign_total,source_year,source_file
2023-07-28,2023,7,28,4,금,0,0,0,0,0,18.5,17.5,9.5,8.5,12380,2309,1460,4918,4949,7431,10175,1284,227,638,56,2205,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-07-29,2023,7,29,5,토,1,0,0,0,0,18.5,17.5,9.5,8.5,14700,3428,2170,5407,6877,7823,11145,2458,342,505,250,3555,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-07-30,2023,7,30,6,일,1,0,0,0,0,18.5,17.5,9.5,8.5,14335,3215,1573,4227,6371,7964,7102,3338,497,908,2490,7233,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-07-31,2023,7,31,0,월,0,0,0,3,0,18.5,17.5,9.5,8.5,15118,0,0,0,6608,8510,11650,1793,371,807,497,3468,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-01,2023,8,1,1,화,0,1,1,0,0,18.5,17.5,9.5,8.5,0,4081,2028,5186,0,0,0,0,0,0,0,0,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-02,2023,8,2,2,수,0,0,0,0,0,18.5,17.5,9.5,8.5,12058,2230,1439,4458,5819,6239,9444,1208,352,793,261,2614,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-03,2023,8,3,3,목,0,0,0,0,0,18.5,17.5,9.5,8.5,10292,2225,1360,5022,4884,5408,7772,1114,301,620,485,2520,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-04,2023,8,4,4,금,0,0,0,0,0,18.5,17.5,9.5,8.5,9508,2149,1367,4785,4533,4975,7250,1188,369,448,253,2258,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-05,2023,8,5,5,토,1,0,0,0,0,18.5,17.5,9.5,8.5,9734,2406,1557,4426,5090,4644,7287,1296,380,517,254,2447,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-06,2023,8,6,6,일,1,0,0,0,0,18.5,17.5,9.5,8.5,9726,2164,1365,3859,5002,4724,7040,1152,456,763,315,2686,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-07,2023,8,7,0,월,0,0,0,3,0,18.5,17.5,9.5,8.5,9131,0,0,0,4112,5019,6810,1077,446,761,37,2321,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-08,2023,8,8,1,화,0,1,1,0,0,18.5,17.5,9.5,8.5,0,3982,1705,4465,0,0,0,0,0,0,0,0,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-09,2023,8,9,2,수,0,0,0,0,0,18.5,17.5,9.5,8.5,13058,3117,1744,6710,5623,7435,10079,1252,548,747,432,2979,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-10,2023,8,10,3,목,0,0,0,0,0,18.5,17.5,9.5,8.5,2926,682,230,1039,1379,1547,1336,460,184,163,783,1590,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-11,2023,8,11,4,금,0,0,0,0,0,18.5,17.5,9.5,8.5,6126,1393,1000,3757,2856,3270,4759,671,275,390,31,1367,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-12,2023,8,12,5,토,1,0,0,0,0,18.5,17.5,9.5,8.5,16508,5530,2975,8106,7570,8938,12372,2348,687,747,354,4136,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-13,2023,8,13,6,일,1,0,0,0,0,18.5,17.5,9.5,8.5,21232,5283,3480,7609,8348,12884,17802,1688,749,566,427,3430,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-14,2023,8,14,0,월,0,0,0,3,0,18.5,17.5,9.5,8.5,16375,0,0,0,6630,9745,12428,2317,727,687,216,3947,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-15,2023,8,15,1,화,0,1,0,0,1,18.5,17.5,9.5,8.5,11680,5517,2854,8141,4916,6764,8984,1320,480,378,518,2696,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-16,2023,8,16,2,수,0,0,1,0,0,18.5,17.5,9.5,8.5,0,4244,1803,6328,0,0,0,0,0,0,0,0,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-17,2023,8,17,3,목,0,0,0,0,0,18.5,17.5,9.5,8.5,11720,2675,1337,6230,5002,6718,7264,1957,757,1362,380,4456,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-18,2023,8,18,4,금,0,0,0,0,0,18.5,17.5,9.5,8.5,10501,2499,1557,5723,4995,5506,5333,2505,699,754,1210,5168,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-19,2023,8,19,5,토,1,0,0,0,0,18.5,17.5,9.5,8.5,13234,3308,2220,7621,6701,6533,8656,1968,783,1431,396,4578,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-20,2023,8,20,6,일,1,0,0,0,0,18.5,17.5,9.5,8.5,12361,3440,1888,5752,5968,6393,6530,2795,806,969,1261,5831,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-21,2023,8,21,0,월,0,0,0,3,0,18.5,17.5,9.5,8.5,10013,0,0,0,4905,5108,6789,1541,636,735,312,3224,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-22,2023,8,22,1,화,0,1,1,0,0,18.5,17.5,9.5,8.5,0,3291,1176,4736,0,0,0,0,0,0,0,0,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-23,2023,8,23,2,수,0,0,0,0,0,18.5,17.5,9.5,8.5,6393,1218,629,2639,3281,3112,4255,891,444,646,157,2138,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-24,2023,8,24,3,목,0,0,0,0,0,18.5,17.5,9.5,8.5,10756,2568,1493,7413,5460,5296,6621,1991,546,1091,507,4135,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-25,2023,8,25,4,금,0,0,0,0,0,18.5,17.5,9.5,8.5,11657,2710,1555,7610,5941,5716,8705,1361,518,700,373,2952,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-26,2023,8,26,5,토,1,0,0,0,0,18.5,17.5,9.5,8.5,16811,4198,3828,8675,8288,8523,12471,2057,672,945,666,4340,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-27,2023,8,27,6,일,1,0,0,0,0,18.5,17.5,9.5,8.5,15373,4361,2322,6754,7864,7509,11718,1864,660,877,254,3655,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-28,2023,8,28,0,월,0,0,0,3,0,18.5,17.5,9.5,8.5,7946,0,0,0,3965,3981,3176,2295,548,581,1346,4770,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-29,2023,8,29,1,화,0,1,1,0,0,18.5,17.5,9.5,8.5,0,1928,880,3035,0,0,0,0,0,0,0,0,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-30,2023,8,30,2,수,0,0,0,0,0,18.5,17.5,9.5,8.5,21712,4459,2743,9500,0,21712,11568,5199,929,1375,2641,10144,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-08-31,2023,8,31,3,목,0,0,0,0,0,18.5,17.5,9.5,8.5,11434,2983,1632,8659,4751,6683,8367,1779,394,492,402,3067,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-09-01,2023,9,1,4,금,0,0,0,0,0,18.0,17.0,9.0,8.0,15646,3159,1949,7755,8195,7451,11918,1668,559,1004,497,3728,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-09-02,2023,9,2,5,토,1,0,0,0,0,18.0,17.0,9.0,8.0,21183,4912,4031,9867,11616,9567,17039,2236,601,830,477,4144,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-09-03,2023,9,3,6,일,1,0,0,0,0,18.0,17.0,9.0,8.0,18186,4504,2571,6719,9792,8394,11520,3764,489,1615,798,6666,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-09-04,2023,9,4,0,월,0,0,0,3,0,18.0,17.0,9.0,8.0,13438,0,0,0,5702,7736,9658,2291,521,456,512,3780,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-09-05,2023,9,5,1,화,0,1,1,0,0,18.0,17.0,9.0,8.0,0,5179,2020,7131,0,0,0,0,0,0,0,0,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-09-06,2023,9,6,2,수,0,0,0,0,0,18.0,17.0,9.0,8.0,17500,3210,1566,5647,8172,9328,13842,2044,703,632,279,3658,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-09-07,2023,9,7,3,목,0,0,0,0,0,18.0,17.0,9.0,8.0,15876,3456,1846,7139,8370,7506,12786,1818,472,647,153,3090,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
2023-09-08,2023,9,8,4,금,0,0,0,0,0,18.0,17.0,9.0,8.0,16727,3700,2121,7406,7948,8779,14019,1235,531,707,235,2708,2023,문화재청_궁능원_관람객_수_현황(2023년).csv
