date,event_count,program_instance_count,title_base_count,has_time_count,reservation_event_count,onsite_event_count,online_event_count,night_event_count,children_event_count,music_event_count,food_event_count,guide_event_count,reward_event_count,hanbok_event_count,type_공식행사_count,type_공연_count,type_복합_count,type_온라인_count,type_재현_count,type_전시_count,type_체험_count,participation_사전예약_count,participation_현장참여_count,year,month,day,weekday,weekday_kr,is_weekend,season
2015-05-01,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,5,1,Friday,금,0,봄
2015-05-02,4,4,4,4,0,4,0,0,1,2,1,0,0,0,1,1,0,0,0,1,1,0,4,2015,5,2,Saturday,토,1,봄
2015-05-03,5,5,5,5,1,4,0,0,1,1,1,0,0,0,0,1,0,0,1,1,2,1,4,2015,5,3,Sunday,일,1,봄
2015-05-04,6,6,6,6,2,4,0,0,1,1,2,0,0,1,0,1,0,0,1,1,3,2,4,2015,5,4,Monday,월,0,봄
2015-05-05,6,6,6,6,2,4,0,0,1,1,2,0,0,1,0,1,0,0,1,1,3,2,4,2015,5,5,Tuesday,화,0,봄
2015-05-06,6,6,6,6,2,4,0,0,1,1,2,0,0,1,0,1,0,0,1,1,3,2,4,2015,5,6,Wednesday,수,0,봄
2015-05-07,6,6,6,6,2,4,0,0,1,1,2,0,0,1,0,1,0,0,1,1,3,2,4,2015,5,7,Thursday,목,0,봄
2015-05-08,6,6,6,6,2,4,0,0,1,1,2,0,0,1,0,1,0,0,1,1,3,2,4,2015,5,8,Friday,금,0,봄
2015-05-09,6,6,6,6,2,4,0,0,1,1,2,0,0,1,0,1,0,0,1,1,3,2,4,2015,5,9,Saturday,토,1,봄
2015-05-10,6,6,6,6,2,4,0,0,1,1,2,0,0,1,0,1,0,0,1,1,3,2,4,2015,5,10,Sunday,일,1,봄
2018-04-28,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018,4,28,Saturday,토,1,봄
2019-04-27,2,2,2,2,0,2,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,2,2019,4,27,Saturday,토,1,봄
2019-04-28,4,4,4,4,0,4,0,2,1,2,2,0,0,1,1,2,0,0,0,1,0,0,4,2019,4,28,Sunday,일,1,봄
2019-04-29,3,3,3,3,0,3,0,2,1,2,1,0,0,1,0,2,0,0,0,1,0,0,3,2019,4,29,Monday,월,0,봄
2019-04-30,3,3,3,3,0,3,0,2,1,2,1,0,0,1,0,2,0,0,0,1,0,0,3,2019,4,30,Tuesday,화,0,봄
2019-05-01,3,3,3,3,0,3,0,2,1,2,1,0,0,1,0,2,0,0,0,1,0,0,3,2019,5,1,Wednesday,수,0,봄
2019-05-02,3,3,3,3,0,3,0,2,1,2,1,0,0,1,0,2,0,0,0,1,0,0,3,2019,5,2,Thursday,목,0,봄
2019-05-03,3,3,3,3,0,3,0,2,1,2,1,0,0,1,0,2,0,0,0,1,0,0,3,2019,5,3,Friday,금,0,봄
2019-05-04,4,4,4,4,0,4,0,2,1,2,1,0,0,1,0,2,0,0,1,1,0,0,4,2019,5,4,Saturday,토,1,봄
2019-05-05,3,3,3,3,0,3,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,3,2019,5,5,Sunday,일,1,봄
2020-10-10,3,3,3,3,0,3,0,1,0,0,2,0,0,1,0,0,0,0,0,2,1,0,3,2020,10,10,Saturday,토,1,가을
2020-10-11,3,3,3,3,0,3,0,1,0,0,2,0,0,1,0,0,0,0,0,2,1,0,3,2020,10,11,Sunday,일,1,가을
2020-10-12,3,3,3,3,0,3,0,1,0,0,2,0,0,1,0,0,0,0,0,2,1,0,3,2020,10,12,Monday,월,0,가을
2020-10-13,3,3,3,3,0,3,0,1,0,0,2,0,0,1,0,0,0,0,0,2,1,0,3,2020,10,13,Tuesday,화,0,가을
2020-10-14,3,3,3,3,0,3,0,1,0,0,2,0,0,1,0,0,0,0,0,2,1,0,3,2020,10,14,Wednesday,수,0,가을
2020-10-15,3,3,3,3,0,3,0,1,0,0,2,0,0,1,0,0,0,0,0,2,1,0,3,2020,10,15,Thursday,목,0,가을
2020-10-16,3,3,3,3,0,3,0,1,0,0,2,0,0,1,0,0,0,0,0,2,1,0,3,2020,10,16,Friday,금,0,가을
2020-10-17,3,3,3,3,0,3,0,1,0,0,2,0,0,1,0,0,0,0,0,2,1,0,3,2020,10,17,Saturday,토,1,가을
2020-10-18,4,4,4,4,0,4,0,2,0,1,3,0,0,1,0,1,0,0,0,2,1,0,4,2020,10,18,Sunday,일,1,가을
2020-10-19,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,10,19,Monday,월,0,가을
2020-10-20,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,10,20,Tuesday,화,0,가을
2020-10-21,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,10,21,Wednesday,수,0,가을
2020-10-22,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,10,22,Thursday,목,0,가을
2020-10-23,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,10,23,Friday,금,0,가을
2020-10-24,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,10,24,Saturday,토,1,가을
2020-10-25,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,10,25,Sunday,일,1,가을
2020-10-26,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,10,26,Monday,월,0,가을
2020-10-27,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,10,27,Tuesday,화,0,가을
2020-10-28,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,10,28,Wednesday,수,0,가을
2020-10-29,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,10,29,Thursday,목,0,가을
2020-10-30,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,10,30,Friday,금,0,가을
2020-10-31,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,10,31,Saturday,토,1,가을
2020-11-01,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,11,1,Sunday,일,1,가을
2020-11-02,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,11,2,Monday,월,0,가을
2020-11-03,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,11,3,Tuesday,화,0,가을
2020-11-04,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,11,4,Wednesday,수,0,가을
2020-11-05,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,11,5,Thursday,목,0,가을
2020-11-06,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,11,6,Friday,금,0,가을
2020-11-07,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,11,7,Saturday,토,1,가을
2020-11-08,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,11,8,Sunday,일,1,가을
2020-11-09,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,11,9,Monday,월,0,가을
2020-11-10,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,11,10,Tuesday,화,0,가을
2020-11-11,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,11,11,Wednesday,수,0,가을
2020-11-12,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,11,12,Thursday,목,0,가을
2020-11-13,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,11,13,Friday,금,0,가을
2020-11-14,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,11,14,Saturday,토,1,가을
2020-11-15,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,11,15,Sunday,일,1,가을
2020-11-16,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2020,11,16,Monday,월,0,가을
2021-10-16,2,2,2,2,1,1,0,2,0,0,2,0,1,0,0,0,0,0,0,2,0,1,1,2021,10,16,Saturday,토,1,가을
2021-10-17,2,2,2,2,1,1,0,2,0,0,2,0,1,0,0,0,0,0,0,2,0,1,1,2021,10,17,Sunday,일,1,가을
2021-10-18,2,2,2,2,1,1,0,2,0,0,2,0,1,0,0,0,0,0,0,2,0,1,1,2021,10,18,Monday,월,0,가을
2021-10-19,2,2,2,2,1,1,0,2,0,0,2,0,1,0,0,0,0,0,0,2,0,1,1,2021,10,19,Tuesday,화,0,가을
2021-10-20,2,2,2,2,1,1,0,2,0,0,2,0,1,0,0,0,0,0,0,2,0,1,1,2021,10,20,Wednesday,수,0,가을
2021-10-21,2,2,2,2,1,1,0,2,0,0,2,0,1,0,0,0,0,0,0,2,0,1,1,2021,10,21,Thursday,목,0,가을
2021-10-22,2,2,2,2,1,1,0,2,0,0,2,0,1,0,0,0,0,0,0,2,0,1,1,2021,10,22,Friday,금,0,가을
2021-10-23,2,2,2,2,1,1,0,2,0,0,2,0,1,0,0,0,0,0,0,2,0,1,1,2021,10,23,Saturday,토,1,가을
2021-10-24,2,2,2,2,1,1,0,2,0,0,2,0,1,0,0,0,0,0,0,2,0,1,1,2021,10,24,Sunday,일,1,가을
2022-01-01,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,1,Saturday,토,1,기타
2022-01-02,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,2,Sunday,일,1,기타
2022-01-03,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,3,Monday,월,0,기타
2022-01-04,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,4,Tuesday,화,0,기타
2022-01-05,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,5,Wednesday,수,0,기타
2022-01-06,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,6,Thursday,목,0,기타
2022-01-07,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,7,Friday,금,0,기타
2022-01-08,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,8,Saturday,토,1,기타
2022-01-09,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,9,Sunday,일,1,기타
2022-01-10,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,10,Monday,월,0,기타
2022-01-11,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,11,Tuesday,화,0,기타
2022-01-12,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,12,Wednesday,수,0,기타
2022-01-13,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,13,Thursday,목,0,기타
2022-01-14,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,14,Friday,금,0,기타
2022-01-15,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,15,Saturday,토,1,기타
2022-01-16,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,16,Sunday,일,1,기타
2022-01-17,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,17,Monday,월,0,기타
2022-01-18,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,18,Tuesday,화,0,기타
2022-01-19,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,19,Wednesday,수,0,기타
2022-01-20,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,20,Thursday,목,0,기타
2022-01-21,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,21,Friday,금,0,기타
2022-01-22,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,22,Saturday,토,1,기타
2022-01-23,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,23,Sunday,일,1,기타
2022-01-24,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,24,Monday,월,0,기타
2022-01-25,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,25,Tuesday,화,0,기타
2022-01-26,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,26,Wednesday,수,0,기타
2022-01-27,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,27,Thursday,목,0,기타
2022-01-28,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,28,Friday,금,0,기타
2022-01-29,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,29,Saturday,토,1,기타
2022-01-30,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,30,Sunday,일,1,기타
2022-01-31,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,1,31,Monday,월,0,기타
2022-02-01,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,1,Tuesday,화,0,기타
2022-02-02,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,2,Wednesday,수,0,기타
2022-02-03,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,3,Thursday,목,0,기타
2022-02-04,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,4,Friday,금,0,기타
2022-02-05,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,5,Saturday,토,1,기타
2022-02-06,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,6,Sunday,일,1,기타
2022-02-07,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,7,Monday,월,0,기타
2022-02-08,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,8,Tuesday,화,0,기타
2022-02-09,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,9,Wednesday,수,0,기타
2022-02-10,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,10,Thursday,목,0,기타
2022-02-11,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,11,Friday,금,0,기타
2022-02-12,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,12,Saturday,토,1,기타
2022-02-13,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,13,Sunday,일,1,기타
2022-02-14,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,14,Monday,월,0,기타
2022-02-15,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,15,Tuesday,화,0,기타
2022-02-16,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,16,Wednesday,수,0,기타
2022-02-17,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,17,Thursday,목,0,기타
2022-02-18,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,18,Friday,금,0,기타
2022-02-19,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,19,Saturday,토,1,기타
2022-02-20,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,20,Sunday,일,1,기타
2022-02-21,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,21,Monday,월,0,기타
2022-02-22,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,22,Tuesday,화,0,기타
2022-02-23,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,23,Wednesday,수,0,기타
2022-02-24,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,24,Thursday,목,0,기타
2022-02-25,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,25,Friday,금,0,기타
2022-02-26,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,26,Saturday,토,1,기타
2022-02-27,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,27,Sunday,일,1,기타
2022-02-28,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,2,28,Monday,월,0,기타
2022-03-01,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,1,Tuesday,화,0,봄
2022-03-02,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,2,Wednesday,수,0,봄
2022-03-03,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,3,Thursday,목,0,봄
2022-03-04,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,4,Friday,금,0,봄
2022-03-05,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,5,Saturday,토,1,봄
2022-03-06,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,6,Sunday,일,1,봄
2022-03-07,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,7,Monday,월,0,봄
2022-03-08,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,8,Tuesday,화,0,봄
2022-03-09,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,9,Wednesday,수,0,봄
2022-03-10,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,10,Thursday,목,0,봄
2022-03-11,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,11,Friday,금,0,봄
2022-03-12,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,12,Saturday,토,1,봄
2022-03-13,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,13,Sunday,일,1,봄
2022-03-14,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,14,Monday,월,0,봄
2022-03-15,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,15,Tuesday,화,0,봄
2022-03-16,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,16,Wednesday,수,0,봄
2022-03-17,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,17,Thursday,목,0,봄
2022-03-18,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,18,Friday,금,0,봄
2022-03-19,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,19,Saturday,토,1,봄
2022-03-20,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,20,Sunday,일,1,봄
2022-03-21,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,21,Monday,월,0,봄
2022-03-22,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,22,Tuesday,화,0,봄
2022-03-23,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,23,Wednesday,수,0,봄
2022-03-24,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,24,Thursday,목,0,봄
2022-03-25,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,25,Friday,금,0,봄
2022-03-26,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,26,Saturday,토,1,봄
2022-03-27,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,27,Sunday,일,1,봄
2022-03-28,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,28,Monday,월,0,봄
2022-03-29,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,29,Tuesday,화,0,봄
2022-03-30,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,30,Wednesday,수,0,봄
2022-03-31,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,3,31,Thursday,목,0,봄
2022-04-01,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,1,Friday,금,0,봄
2022-04-02,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,2,Saturday,토,1,봄
2022-04-03,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,3,Sunday,일,1,봄
2022-04-04,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,4,Monday,월,0,봄
2022-04-05,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,5,Tuesday,화,0,봄
2022-04-06,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,6,Wednesday,수,0,봄
2022-04-07,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,7,Thursday,목,0,봄
2022-04-08,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,8,Friday,금,0,봄
2022-04-09,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,9,Saturday,토,1,봄
2022-04-10,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,10,Sunday,일,1,봄
2022-04-11,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,11,Monday,월,0,봄
2022-04-12,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,12,Tuesday,화,0,봄
2022-04-13,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,13,Wednesday,수,0,봄
2022-04-14,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,14,Thursday,목,0,봄
2022-04-15,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,15,Friday,금,0,봄
2022-04-16,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,16,Saturday,토,1,봄
2022-04-17,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,17,Sunday,일,1,봄
2022-04-18,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,18,Monday,월,0,봄
2022-04-19,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,19,Tuesday,화,0,봄
2022-04-20,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,20,Wednesday,수,0,봄
2022-04-21,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,21,Thursday,목,0,봄
2022-04-22,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,22,Friday,금,0,봄
2022-04-23,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,23,Saturday,토,1,봄
2022-04-24,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,24,Sunday,일,1,봄
2022-04-25,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,25,Monday,월,0,봄
2022-04-26,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,26,Tuesday,화,0,봄
2022-04-27,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,27,Wednesday,수,0,봄
2022-04-28,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,28,Thursday,목,0,봄
2022-04-29,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,29,Friday,금,0,봄
2022-04-30,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,4,30,Saturday,토,1,봄
2022-05-01,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,5,1,Sunday,일,1,봄
2022-05-02,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,5,2,Monday,월,0,봄
2022-05-03,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2022,5,3,Tuesday,화,0,봄
2022-05-04,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,4,Wednesday,수,0,봄
